"wall_vilvar2_4_2";208286.796875;3015.37207;123.72;0;0;1;131.456
"wall_vilvar2_4_2";208304.390625;3015.067627;125.621;0;0;1;131.222
"wall_vilvar2_4_2";208302.0625;3011.815186;125.621;0;0;1;131.24
"wall_vilvar2_4_2";208299.734375;3008.5625;125.621;0;0;1;131.275
"wall_vilvar2_4_2";208297.40625;3005.310059;125.621;0;0;1;131.339
"wall_vilvar2_4_2";208284.578125;3012.0441895;123.72;0;0;1;131.478
"wall_vilvar2_4_2";208282.34375;3008.716309;123.72;0;0;1;131.503
"wall_vilvar2_4_2";208280.125;3005.388428;123.72;0;0;1;131.521
"wall_vilvar2_4_2";208277.90625;3002.0605469;123.72;0;0;1;131.538
"wall_vilvar2_4_2";208275.6875;2998.732666;123.72;0;0;1;131.545
"wall_vilvar2_4_2";208273.46875;2995.404785;123.72;0;0;1;131.553
"wall_vilvar2_4_2";208271.25;2992.0769043;123.72;0;0;1;131.552
"wall_vilvar2_4_2";208269.03125;2988.749023;123.72;0;0;1;131.551
"wall_vilvar2_4_2";208269.5;2985.955078;34.7862;0;0;1;131.538
"wall_vilvar2_4_2";208277.59375;2980.54541;34.5961;0;0;1;131.502
"wall_vilvar2_4_2";208292.75;2998.805176;125.621;0;0;1;131.413
"wall_vilvar2_4_2";208290.640625;2995.746338;123.529;0;0;1;131.432
"wall_vilvar2_4_2";208288.421875;2992.410889;123.529;0;0;1;131.45
"wall_vilvar2_4_2";208286.21875;2989.0754395;123.529;0;0;1;131.46
"wall_vilvar2_4_2";208284.015625;2985.73999;123.529;0;0;1;131.47
"wall_vilvar2_4_2";208281.796875;2982.404541;123.529;0;0;1;131.471
"wall_vilvar2_4_2";208279.5625;2979.155273;126.381;0;0;1;131.473
"wall_vilvar2_4_2";208277.1875;2975.934082;126.381;0;0;1;131.475
"wall_vilvar2_4_2";208274.8125;2972.712891;126.381;0;0;1;131.472
"wall_vilvar2_4_2";208272.453125;2969.491699;126.381;0;0;1;131.465
"wall_vilvar2_4_2";208270.078125;2966.270508;126.381;0;0;1;131.456
"wall_vilvar2_4_2";208267.703125;2963.0493164;126.381;0;0;1;131.449
"wall_vilvar2_4_2";208265.328125;2959.828125;126.381;0;0;1;131.432
"wall_vilvar2_4_2";208262.953125;2956.606934;126.381;0;0;1;131.419
"wall_vilvar2_4_2";208260.578125;2953.385742;126.381;0;0;1;131.401
"wall_vilvar2_4_2";208258.203125;2950.164551;126.381;0;0;1;131.383
"wall_vilvar2_4_2";208389.78125;2953.0517578;217.381;0;0;1;131.6
"wall_vilvar2_4_2";208392.96875;2950.622803;217.381;0;0;1;131.681
"wall_vilvar2_4_2";208386.609375;2955.480713;217.381;0;0;1;131.536
"wall_vilvar2_4_2";208396.140625;2948.194092;217.393;0;0;1;131.775
"wall_vilvar2_4_2";208411.5;2937.251953;217.379;0;0;1;132.386
"wall_vilvar2_4_2";208415.65625;2933.98291;217.384;0;0;1;132.624
"wall_vilvar2_4_2";208417.921875;2930.850586;249.884;0;0;1;132.79
"wall_vilvar2_4_2";208418.453125;2926.99707;273.331;0;0;1;132.956
"wall_vilvar2_4_2";208325.46875;2965.32373;126.381;0;0;1;131.376
"wall_vilvar2_4_2";208327.84375;2968.544922;126.381;0;0;1;131.339
"wall_vilvar2_4_2";208323.09375;2962.102539;126.381;0;0;1;131.397
"wall_vilvar2_4_2";208330.21875;2971.766113;126.381;0;0;1;131.303
"wall_vilvar2_4_2";208320.71875;2958.881348;126.381;0;0;1;131.419
"wall_vilvar2_4_2";208332.59375;2974.987305;126.381;0;0;1;131.267
"wall_vilvar2_4_2";208334.96875;2978.208496;126.381;0;0;1;131.216
"wall_vilvar2_4_2";208354.796875;2959.251953;666.926;0;0;1;131.332
"wall_vilvar2_4_2";208357.203125;2962.450684;666.926;0;0;1;131.28
"wall_vilvar2_4_2";208352.390625;2956.0539551;666.926;0;0;1;131.382
"wall_vilvar2_4_2";208359.5625;2965.613525;666.926;0;0;1;131.184
"wall_vilvar2_4_2";208349.984375;2952.855469;666.926;0;0;1;131.412
"wall_vilvar2_4_2";208347.578125;2949.657227;666.926;0;0;1;131.449
"wall_vilvar2_4_2";208345.171875;2946.459229;666.926;0;0;1;131.492
"wall_vilvar2_4_2";208319.609375;2986.116211;127.628;0;0;1;131.121
"wall_vilvar2_4_2";208313.796875;2978.306152;127.438;0;0;1;131.219
"wall_vilvar2_4_2";208322.015625;2989.307861;126.192;0;0;1;131.087
