"u_barracks_v2_f";208319.5;3322.56543;26.9697;0;0;1;130.532
"u_barracks_v2_f";208350.734375;3384.916748;26.7777;0;0;1;128.137
"u_barracks_v2_f";208382;3446.19458;26.2753;0;0;1;128.94
"u_barracks_v2_f";208593.4375;3448.916016;129;0;0;1;132.388
"u_barracks_v2_f";208740.15625;3584.0236816;111;0;0;1;132.388
"u_barracks_v2_f";208634.640625;3631.072998;114;0;0;1;132.388
"u_barracks_v2_f";208556.71875;3662.128418;90;0;0;1;131.62
"u_barracks_v2_f";208849.125;3543.598145;105;0;0;1;132.388
"u_barracks_v2_f";208924.078125;3431.787354;201;0;0;1;132.388
"u_barracks_v2_f";208757.59375;3360.71875;270;0;0;1;132.388
"u_barracks_v2_f";208650.296875;3252.737793;213;0;0;1;132.085
"u_barracks_v2_f";208563.296875;3190.169678;225;0;0;1;131.087
"u_barracks_v2_f";208484.171875;3130.0419922;240;0;0;1;131.362
"u_barracks_v2_f";208495.03125;3546.951904;210;0;0;1;132.096
"u_barracks_v2_f";208497.65625;3280.193115;336.831;0;0;1;129.959
